Time,Heart Rate
00:26:50,55
00:27:00,53
00:27:15,53
00:27:20,52
00:27:35,52
00:27:40,52
00:27:55,52
00:28:10,52
00:28:25,52
00:28:40,52
00:28:55,52
00:29:00,50
00:29:10,50
00:29:25,50
00:29:30,55
00:29:40,53
00:29:50,54
00:30:05,54
00:30:10,54
00:30:20,52
00:30:30,51
00:30:40,50
00:30:50,51
00:31:05,51
00:31:10,51
00:31:25,51
00:31:40,52
00:31:55,52
00:32:00,52
00:32:10,51
00:32:20,51
00:32:35,51
00:32:40,51
00:32:50,51
00:33:00,50
00:33:10,49
00:33:20,48
00:33:30,49
00:33:40,48
00:33:55,48
00:34:00,51
00:34:10,50
00:34:20,49
00:34:35,49
00:34:50,49
00:35:05,49
00:35:10,50
00:35:20,49
00:35:35,49
00:35:40,50
00:35:55,50
00:36:05,50
00:36:20,50
00:36:35,50
00:36:50,50
00:37:05,50
00:37:20,50
00:37:30,49
00:37:45,49
00:37:50,48
00:38:00,49
00:38:10,53
00:38:25,53
00:38:40,53
00:38:55,53
00:39:10,53
00:39:25,53
00:39:40,53
00:39:55,53
00:40:10,53
00:40:25,53
00:40:30,52
00:40:40,51
00:40:55,51
00:41:00,51
00:41:10,50
00:41:25,50
00:41:30,50
00:41:45,50
00:42:00,49
00:42:10,50
00:42:25,50
00:42:30,49
00:42:45,49
00:43:00,49
00:43:10,49
00:43:20,49
00:43:30,49
00:43:45,49
00:44:00,48
00:44:15,48
00:44:20,48
00:44:30,49
00:44:40,49
00:44:55,49
00:45:00,48
00:45:10,49
00:45:20,49
00:45:35,49
00:45:50,49
00:46:00,52
00:46:10,56
00:46:20,55
00:46:30,52
00:46:40,50
00:46:55,50
00:47:10,48
00:47:25,48
00:47:40,48
00:47:55,48
00:48:10,48
00:48:25,48
00:48:30,46
00:48:40,46
00:48:50,47
00:49:05,47
00:49:20,48
00:49:30,49
00:49:45,49
00:49:50,47
00:50:00,46
00:50:10,47
00:50:25,47
00:50:40,47
00:50:55,47
00:51:00,48
00:51:15,48
00:51:30,48
00:51:45,48
00:52:00,49
00:52:15,49
00:52:30,49
00:52:45,49
00:53:00,49
00:53:15,49
00:53:30,49
00:53:40,48
00:53:55,48
00:54:10,48
00:54:25,48
00:54:30,48
00:54:45,48
00:54:50,49
00:55:05,49
00:55:20,49
00:55:35,49
00:55:50,49
00:56:00,50
00:56:15,50
00:56:30,49
00:56:45,49
00:56:50,49
00:57:00,49
00:57:15,49
00:57:30,49
00:57:45,49
00:58:00,49
00:58:15,49
00:58:20,50
00:58:30,48
00:58:45,48
00:58:55,47
00:59:10,48
00:59:20,51
00:59:35,51
00:59:40,51
00:59:50,49
01:00:00,47
01:00:15,47
01:00:20,48
01:00:35,48
01:00:50,47
01:01:00,48
01:01:15,48
01:01:20,49
01:01:35,49
01:01:50,49
01:02:05,49
01:02:10,50
01:02:20,49
01:02:35,49
01:02:50,49
01:03:00,49
01:03:10,49
01:03:25,49
01:03:30,50
01:03:45,50
01:03:50,51
01:04:05,51
01:04:10,50
01:04:25,50
01:04:40,51
01:04:50,50
01:05:05,50
01:05:10,50
01:05:25,50
01:05:40,50
01:05:55,50
01:06:10,51
01:06:25,51
01:06:30,50
01:06:45,50
01:06:50,51
01:07:05,51
01:07:10,51
01:07:20,50
01:07:35,50
01:07:50,50
01:08:05,50
01:08:20,50
01:08:35,50
01:08:50,50
01:09:00,49
01:09:10,50
01:09:25,50
01:09:40,50
01:09:55,50
01:10:00,49
01:10:15,49
01:10:30,49
01:10:40,49
01:10:50,49
01:11:00,50
01:11:10,51
01:11:20,50
01:11:35,50
01:11:50,50
01:12:05,50
01:12:20,51
01:12:35,51
01:12:40,50
01:12:55,50
01:13:10,50
01:13:25,50
01:13:40,50
01:13:50,51
01:14:00,50
01:14:15,50
01:14:30,50
01:14:40,51
01:14:50,50
01:15:05,50
01:15:20,50
01:15:35,50
01:15:40,52
01:15:50,51
01:16:00,50
01:16:15,50
01:16:20,51
01:16:35,51
01:16:40,50
01:16:55,50
01:17:10,50
01:17:20,51
01:17:35,51
01:17:50,50
01:18:00,51
01:18:15,51
01:18:20,50
01:18:30,50
01:18:45,50
01:19:00,50
01:19:15,50
01:19:30,49
01:19:40,51
01:19:55,51
01:20:10,51
01:20:25,51
01:20:30,50
01:20:45,50
01:21:00,50
01:21:15,50
01:21:20,51
01:21:30,52
01:21:40,51
01:21:50,51
01:22:00,51
01:22:10,50
01:22:20,51
01:22:30,50
01:22:40,51
01:22:50,50
01:23:05,50
01:23:20,50
01:23:35,50
01:23:40,51
01:23:55,51
01:24:10,51
01:24:20,52
01:24:30,51
01:24:45,51
01:25:00,51
01:25:15,51
01:25:30,51
01:25:45,51
01:26:00,51
01:26:15,51
01:26:20,50
01:26:30,51
01:26:45,51
01:27:00,51
01:27:10,52
01:27:20,52
01:27:35,52
01:27:50,52
01:28:05,52
01:28:20,52
01:28:30,51
01:28:45,51
01:28:50,52
01:29:05,52
01:29:20,56
01:29:30,60
01:29:45,60
01:29:50,58
01:30:00,56
01:30:10,57
01:30:20,70
01:30:30,69
01:30:40,65
01:30:50,64
01:31:05,64
01:31:10,65
01:31:20,64
01:31:30,63
01:31:40,62
01:31:55,62
01:32:00,59
01:32:10,55
01:32:20,52
01:32:30,51
01:32:45,51
01:33:00,50
01:33:10,53
01:33:25,53
01:33:30,54
01:33:40,53
01:33:55,53
01:34:10,53
01:34:20,50
01:34:35,50
01:34:50,51
01:35:05,51
01:35:10,51
01:35:20,51
01:35:30,52
01:35:40,50
01:35:50,49
01:36:05,49
01:36:20,49
01:36:35,49
01:36:40,52
01:36:50,51
01:37:05,51
01:37:20,51
01:37:30,53
01:37:40,52
01:37:55,52
01:38:00,53
01:38:10,52
01:38:25,52
01:38:30,54
01:38:40,53
01:38:55,53
01:39:00,52
01:39:10,53
01:39:20,52
01:39:30,55
01:39:40,54
01:39:55,54
01:40:10,55
01:40:20,57
01:40:30,54
01:40:40,53
01:40:55,53
01:41:10,53
01:41:20,52
01:41:30,51
01:41:40,52
01:41:50,55
01:42:00,54
01:42:15,54
01:42:20,53
01:42:30,52
01:42:45,52
01:43:00,52
01:43:10,51
01:43:20,52
01:43:35,52
01:43:40,56
01:43:55,56
01:44:00,55
01:44:15,55
01:44:20,56
01:44:30,54
01:44:40,53
01:44:55,53
01:45:10,51
01:45:20,50
01:45:30,52
01:45:40,53
01:45:55,53
01:46:10,52
01:46:20,55
01:46:30,54
01:46:40,53
01:46:50,57
01:47:05,57
01:47:20,55
01:47:30,54
01:47:45,54
01:47:50,55
01:48:00,54
01:48:10,58
01:48:20,57
01:48:30,56
01:48:45,56
01:48:50,55
01:49:05,55
01:49:10,56
01:49:20,54
01:49:30,56
01:49:45,56
01:50:00,55
01:50:10,54
01:50:25,54
01:50:40,54
01:50:55,54
01:51:10,53
01:51:25,53
01:51:30,54
01:51:45,54
01:51:50,55
01:52:05,55
01:52:10,56
01:52:25,56
01:52:30,56
01:52:40,55
01:52:50,56
01:53:00,55
01:53:10,54
01:53:25,54
01:53:30,57
01:53:45,57
01:53:50,58
01:54:00,54
01:54:10,53
01:54:20,54
01:54:35,54
01:54:50,54
01:55:00,55
01:55:10,54
01:55:20,55
01:55:30,53
01:55:40,56
01:55:55,56
01:56:00,57
01:56:10,57
01:56:20,55
01:56:30,56
01:56:40,57
01:56:55,57
01:57:10,55
01:57:20,55
01:57:35,55
01:57:50,55
01:58:00,56
01:58:10,57
01:58:20,55
01:58:35,55
01:58:50,55
01:59:00,54
01:59:10,53
01:59:20,54
01:59:35,54
01:59:50,55
02:00:00,52
02:00:15,52
02:00:20,81
02:00:30,82
02:00:40,77
02:00:50,76
02:01:05,76
02:01:10,73
02:01:20,66
02:01:30,59
02:01:40,54
02:01:50,51
02:02:05,51
02:02:10,50
02:02:20,50
02:02:35,50
02:02:40,51
02:02:55,51
02:03:10,52
02:03:25,52
02:03:30,50
02:03:40,51
02:03:50,51
02:04:00,50
02:04:15,50
02:04:20,49
02:04:35,49
02:04:40,51
02:04:55,51
02:05:10,51
02:05:25,51
02:05:30,50
02:05:40,51
02:05:55,51
02:06:00,50
02:06:10,49
02:06:25,49
02:06:30,49
02:06:40,51
02:06:50,52
02:07:00,51
02:07:10,52
02:07:20,51
02:07:30,52
02:07:40,54
02:07:50,56
02:08:05,56
02:08:20,56
02:08:35,56
02:08:40,54
02:08:50,53
02:09:00,52
02:09:10,53
02:09:20,57
02:09:30,55
02:09:40,53
02:09:55,53
02:10:00,52
02:10:10,51
02:10:25,51
02:10:30,52
02:10:40,51
02:10:55,51
02:11:10,50
02:11:20,51
02:11:30,50
02:11:45,50
02:12:00,50
02:12:10,49
02:12:20,48
02:12:35,48
02:12:40,47
02:12:50,48
02:13:05,48
02:13:20,50
02:13:30,51
02:13:40,50
02:13:55,50
02:14:10,50
02:14:20,50
02:14:30,50
02:14:40,49
02:14:55,49
02:15:00,50
02:15:15,50
02:15:25,51
02:15:40,78
02:15:50,76
02:16:00,70
02:16:10,68
02:16:20,62
02:16:30,60
02:16:40,54
02:16:45,53
02:17:00,52
02:17:10,50
02:17:20,48
02:17:30,48
02:17:40,49
02:17:55,49
02:18:10,51
02:18:20,50
02:18:30,49
02:18:40,47
02:18:50,46
02:19:05,46
02:19:20,46
02:19:35,46
02:19:50,44
02:20:05,44
02:20:20,45
02:20:30,46
02:20:40,47
02:20:50,48
02:21:00,49
02:21:10,49
02:21:25,49
02:21:30,48
02:21:45,48
02:22:00,49
02:22:10,50
02:22:25,50
02:22:30,50
02:22:40,50
02:22:55,50
02:23:00,51
02:23:10,59
02:23:15,58
02:23:20,59
02:23:30,67
02:23:40,59
02:23:50,57
02:24:00,53
02:24:10,51
02:24:25,51
02:24:30,49
02:24:40,48
02:24:50,49
02:25:00,48
02:25:10,47
02:25:20,47
02:25:25,47
02:25:30,47
02:25:40,45
02:25:50,44
02:26:05,44
02:26:10,45
02:26:20,44
02:26:35,44
02:26:50,44
02:27:00,44
02:27:15,44
02:27:20,44
02:27:30,43
02:27:45,43
02:28:00,44
02:28:15,44
02:28:25,44
02:28:30,46
02:28:40,47
02:28:50,68
02:29:00,69
02:29:10,64
02:29:25,64
02:29:40,61
02:29:45,61
02:30:00,66
02:30:10,68
02:30:20,67
02:30:30,67
02:30:45,67
02:31:00,64
02:31:10,56
02:31:20,51
02:31:30,49
02:31:45,49
02:32:00,49
02:32:10,48
02:32:25,48
02:32:30,47
02:32:40,46
02:32:55,46
02:33:10,47
02:33:25,47
02:33:40,47
02:33:55,47
02:34:10,48
02:34:20,45
02:34:35,45
02:34:40,45
02:34:50,45
02:35:05,45
02:35:10,45
02:35:25,45
02:35:40,45
02:35:55,45
02:36:05,46
02:36:10,47
02:36:20,64
02:36:25,74
02:36:40,67
02:36:45,61
02:36:50,60
02:36:55,61
02:37:00,59
02:37:05,58
02:37:10,56
02:37:20,54
02:37:30,53
02:37:40,50
02:37:50,49
02:38:05,49
02:38:10,48
02:38:25,48
02:38:30,46
02:38:45,46
02:38:50,47
02:39:05,47
02:39:20,46
02:39:35,46
02:39:50,46
02:40:05,46
02:40:20,46
02:40:30,46
02:40:45,46
02:40:50,48
02:41:00,50
02:41:15,50
02:41:30,48
02:41:40,47
02:41:55,47
02:42:00,46
02:42:15,46
02:42:30,46
02:42:40,46
02:42:50,47
02:43:05,47
02:43:20,47
02:43:35,47
02:43:50,47
02:44:05,47
02:44:20,48
02:44:35,48
02:44:40,47
02:44:55,47
02:45:10,47
02:45:25,47
02:45:40,47
02:45:50,48
02:46:05,48
02:46:20,47
02:46:30,48
02:46:40,47
02:46:55,47
02:47:10,47
02:47:25,47
02:47:40,47
02:47:50,48
02:48:00,48
02:48:15,48
02:48:30,48
02:48:40,49
02:48:50,48
02:49:05,48
02:49:20,48
02:49:35,48
02:49:40,47
02:49:55,47
02:50:10,47
02:50:20,48
02:50:30,48
02:50:45,48
02:50:50,48
02:51:05,48
02:51:10,49
02:51:20,48
02:51:30,47
02:51:45,47
02:52:00,47
02:52:15,47
02:52:20,49
02:52:30,50
02:52:40,48
02:52:50,47
02:53:05,47
02:53:20,47
02:53:30,48
02:53:45,48
02:53:50,47
02:54:05,47
02:54:20,48
02:54:35,48
02:54:50,48
02:55:05,48
02:55:10,49
02:55:20,49
02:55:30,50
02:55:40,50
02:55:55,50
02:56:10,50
02:56:25,50
02:56:40,50
02:56:55,50
02:57:10,50
02:57:20,49
02:57:30,50
02:57:45,50
02:58:00,50
02:58:15,50
02:58:20,50
02:58:30,49
02:58:40,50
02:58:55,50
02:59:10,50
02:59:20,49
02:59:35,49
02:59:50,49
03:00:05,49
03:00:20,49
03:00:35,49
03:00:40,50
03:00:55,50
03:01:10,50
03:01:25,50
03:01:30,50
03:01:45,50
03:01:50,51
03:02:05,51
03:02:20,51
03:02:30,50
03:02:45,50
03:02:50,49
03:03:05,49
03:03:10,50
03:03:25,50
03:03:40,50
03:03:50,49
03:04:00,50
03:04:15,50
03:04:30,50
03:04:45,50
03:05:00,51
03:05:15,51
03:05:30,50
03:05:45,50
03:06:00,50
03:06:10,50
03:06:25,50
03:06:40,51
03:06:55,51
03:07:10,50
03:07:20,50
03:07:35,50
03:07:40,51
03:07:55,51
03:08:10,52
03:08:25,52
03:08:40,52
03:08:55,52
03:09:00,51
03:09:10,52
03:09:20,53
03:09:30,54
03:09:45,54
03:09:50,53
03:10:00,52
03:10:10,51
03:10:20,50
03:10:30,51
03:10:45,51
03:11:00,50
03:11:15,50
03:11:30,51
03:11:40,50
03:11:55,50
03:12:00,50
03:12:10,50
03:12:25,50
03:12:30,51
03:12:45,51
03:13:00,51
03:13:10,50
03:13:25,50
03:13:40,50
03:13:50,51
03:14:00,52
03:14:10,51
03:14:20,50
03:14:35,50
03:14:50,50
03:15:05,50
03:15:10,51
03:15:25,51
03:15:40,51
03:15:55,51
03:16:00,50
03:16:10,49
03:16:25,49
03:16:40,49
03:16:55,49
03:17:00,49
03:17:15,49
03:17:30,50
03:17:40,51
03:17:50,48
03:18:00,48
03:18:10,50
03:18:25,50
03:18:40,48
03:18:50,46
03:19:00,47
03:19:10,48
03:19:20,47
03:19:35,47
03:19:40,48
03:19:55,48
03:20:00,50
03:20:10,50
03:20:20,49
03:20:35,49
03:20:50,49
03:21:05,49
03:21:20,49
03:21:35,49
03:21:50,49
03:22:00,48
03:22:15,48
03:22:30,50
03:22:40,51
03:22:55,51
03:23:10,51
03:23:25,51
03:23:30,51
03:23:45,51
03:24:00,50
03:24:15,50
03:24:30,50
03:24:40,51
03:24:55,51
03:25:10,50
03:25:20,49
03:25:35,49
03:25:50,49
03:26:00,51
03:26:10,51
03:26:20,52
03:26:30,53
03:26:40,54
03:26:45,83
03:26:50,83
03:26:55,73
03:27:00,71
03:27:15,71
03:27:30,71
03:27:40,62
03:27:50,59
03:28:00,56
03:28:10,55
03:28:25,55
03:28:40,54
03:28:50,52
03:29:00,51
03:29:15,51
03:29:30,51
03:29:40,52
03:29:50,52
03:30:00,51
03:30:10,52
03:30:25,52
03:30:40,52
03:30:50,52
03:31:00,51
03:31:10,50
03:31:25,50
03:31:30,51
03:31:45,51
03:32:00,53
03:32:10,53
03:32:20,52
03:32:30,51
03:32:45,51
03:32:50,54
03:33:00,56
03:33:15,56
03:33:30,54
03:33:45,54
03:33:50,52
03:34:00,54
03:34:10,56
03:34:25,56
03:34:30,57
03:34:45,57
03:34:50,56
03:35:00,55
03:35:15,55
03:35:30,55
03:35:40,56
03:35:50,55
03:36:00,57
03:36:10,59
03:36:20,67
03:36:30,65
03:36:40,64
03:36:50,63
03:37:00,64
03:37:15,64
03:37:20,62
03:37:30,59
03:37:40,57
03:37:50,56
03:38:00,58
03:38:15,58
03:38:30,58
03:38:45,58
03:38:50,55
03:39:00,53
03:39:15,53
03:39:30,52
03:39:40,52
03:39:50,52
03:40:00,52
03:40:10,53
03:40:20,54
03:40:35,54
03:40:50,53
03:41:00,55
03:41:10,56
03:41:20,55
03:41:30,56
03:41:40,58
03:41:50,56
03:42:05,56
03:42:20,54
03:42:30,53
03:42:40,53
03:42:55,53
03:43:10,53
03:43:25,53
03:43:30,70
03:43:40,61
03:43:50,59
03:44:00,58
03:44:15,58
03:44:20,56
03:44:30,53
03:44:45,53
03:44:50,54
03:45:00,53
03:45:15,53
03:45:30,55
03:45:40,58
03:45:50,54
03:46:00,58
03:46:15,58
03:46:30,56
03:46:45,56
03:46:50,55
03:47:00,58
03:47:10,59
03:47:25,59
03:47:40,60
03:47:50,67
03:48:05,67
03:48:10,67
03:48:20,64
03:48:30,59
03:48:40,56
03:48:50,53
03:49:00,52
03:49:10,53
03:49:25,53
03:49:30,52
03:49:40,51
03:49:55,51
03:50:10,51
03:50:25,51
03:50:40,51
03:50:50,53
03:51:00,54
03:51:10,55
03:51:20,54
03:51:35,54
03:51:40,57
03:51:50,59
03:52:00,59
03:52:10,58
03:52:20,57
03:52:35,57
03:52:50,57
03:53:00,59
03:53:15,59
03:53:20,57
03:53:30,55
03:53:45,55
03:53:50,52
03:54:00,54
03:54:10,54
03:54:20,53
03:54:30,52
03:54:45,52
03:55:00,50
03:55:15,50
03:55:30,53
03:55:40,54
03:55:50,53
03:56:00,51
03:56:15,51
03:56:30,51
03:56:40,65
03:56:50,62
03:57:00,61
03:57:10,61
03:57:20,56
03:57:30,54
03:57:40,52
03:57:55,52
03:58:10,52
03:58:20,54
03:58:30,53
03:58:40,51
03:58:50,50
03:59:00,49
03:59:10,50
03:59:25,50
03:59:30,51
03:59:40,50
03:59:50,48
04:00:05,48
04:00:10,51
04:00:25,51
04:00:30,52
04:00:40,55
04:00:50,57
04:01:00,56
04:01:10,55
04:01:20,60
04:01:30,61
04:01:45,61
04:01:50,58
04:02:00,56
04:02:10,57
04:02:20,55
04:02:35,55
04:02:50,58
04:02:55,58
04:03:10,57
04:03:25,57
04:03:40,57
04:03:50,54
04:04:00,51
04:04:10,50
04:04:25,50
04:04:30,53
04:04:40,54
04:04:50,55
04:05:00,57
04:05:10,62
04:05:20,59
04:05:30,61
04:05:45,61
04:06:00,60
04:06:10,59
04:06:20,55
04:06:35,55
04:06:40,57
04:06:50,57
04:07:00,58
04:07:10,56
04:07:20,55
04:07:30,62
04:07:45,62
04:08:00,62
04:08:15,62
04:08:20,71
04:08:30,70
04:08:40,65
04:08:50,59
04:09:00,55
04:09:10,53
04:09:20,54
04:09:30,52
04:09:45,52
04:09:50,53
04:09:55,52
04:10:10,52
04:10:25,52
04:10:30,51
04:10:40,49
04:10:50,49
04:11:05,49
04:11:10,48
04:11:20,49
04:11:35,49
04:11:40,50
04:11:50,51
04:12:05,51
04:12:20,52
04:12:35,52
04:12:50,51
04:13:05,51
04:13:20,52
04:13:30,53
04:13:45,53
04:13:50,54
04:14:00,64
04:14:10,64
04:14:20,60
04:14:30,59
04:14:45,59
04:15:00,58
04:15:10,54
04:15:20,52
04:15:30,51
04:15:40,50
04:15:55,50
04:16:10,52
04:16:20,54
04:16:30,54
04:16:40,53
04:16:55,53
04:17:10,55
04:17:20,57
04:17:35,57
04:17:40,59
04:17:50,57
04:18:00,56
04:18:10,55
04:18:20,54
04:18:35,54
04:18:40,53
04:18:50,52
04:19:00,51
04:19:10,51
04:19:25,51
04:19:30,50
04:19:45,50
04:19:50,50
04:20:00,53
04:20:15,53
04:20:30,52
04:20:45,52
04:21:00,51
04:21:10,52
04:21:20,56
04:21:30,54
04:21:45,54
04:22:00,53
04:22:10,51
04:22:25,51
04:22:40,52
04:22:50,55
04:23:00,56
04:23:10,54
04:23:25,54
04:23:40,53
04:23:50,54
04:24:00,53
04:24:05,53
04:24:20,53
04:24:25,70
04:24:30,89
04:24:35,82
04:24:40,74
04:24:45,73
04:24:50,72
04:24:55,70
04:25:00,68
04:25:10,66
04:25:20,59
04:25:30,55
04:25:45,55
04:25:50,53
04:26:00,51
04:26:10,50
04:26:20,52
04:26:35,52
04:26:50,52
04:27:05,52
04:27:20,51
04:27:35,51
04:27:50,51
04:28:05,51
04:28:10,50
04:28:25,50
04:28:40,53
04:28:50,54
04:29:05,54
04:29:10,53
04:29:25,53
04:29:30,52
04:29:40,53
04:29:55,53
04:30:10,53
04:30:20,52
04:30:30,52
04:30:45,52
04:30:50,51
04:31:00,53
04:31:15,53
04:31:30,53
04:31:45,53
04:31:50,52
04:32:05,52
04:32:10,53
04:32:20,52
04:32:35,52
04:32:50,52
04:33:00,53
04:33:10,52
04:33:25,52
04:33:40,52
04:33:55,52
04:34:00,51
04:34:10,53
04:34:25,53
04:34:40,54
04:34:55,54
04:35:10,53
04:35:20,52
04:35:35,52
04:35:50,54
04:36:00,53
04:36:10,57
04:36:20,55
04:36:35,55
04:36:50,54
04:37:05,54
04:37:20,53
04:37:30,51
04:37:45,51
04:38:00,51
04:38:10,53
04:38:25,53
04:38:40,53
04:38:55,53
04:39:00,54
04:39:10,53
04:39:25,53
04:39:30,54
04:39:40,55
04:39:50,54
04:40:00,53
04:40:10,52
04:40:25,52
04:40:40,51
04:40:50,54
04:41:05,55
04:41:20,58
04:41:30,77
04:41:40,73
04:41:50,67
04:42:00,63
04:42:15,63
04:42:20,61
04:42:30,57
04:42:40,53
04:42:50,52
04:43:00,50
04:43:10,49
04:43:25,49
04:43:40,49
04:43:50,50
04:44:00,49
04:44:10,50
04:44:25,50
04:44:40,50
04:44:50,54
04:45:00,53
04:45:10,51
04:45:25,51
04:45:40,51
04:45:50,49
04:46:00,54
04:46:10,51
04:46:20,50
04:46:30,50
04:46:45,50
04:46:50,49
04:47:00,50
04:47:10,49
04:47:20,48
04:47:35,48
04:47:50,48
04:48:00,52
04:48:10,53
04:48:20,53
04:48:30,52
04:48:40,51
04:48:50,52
04:49:00,51
04:49:10,50
04:49:25,50
04:49:30,51
04:49:45,51
04:49:50,54
04:50:05,54
04:50:10,52
04:50:25,52
04:50:40,51
04:50:55,51
04:51:10,52
04:51:25,52
04:51:30,52
04:51:40,54
04:51:50,71
04:52:05,70
04:52:10,71
04:52:20,70
04:52:30,68
04:52:45,68
04:53:00,69
04:53:10,89
04:53:20,78
04:53:35,78
04:53:40,77
04:53:50,62
04:54:05,62
04:54:20,60
04:54:30,56
04:54:40,54
04:54:50,55
04:55:00,53
04:55:15,53
04:55:20,53
04:55:30,54
04:55:40,53
04:55:50,52
04:56:00,53
04:56:10,52
04:56:25,52
04:56:30,57
04:56:40,55
04:56:50,53
04:56:55,54
04:57:10,54
04:57:20,52
04:57:35,52
04:57:50,54
04:58:00,53
04:58:10,52
04:58:20,50
04:58:30,50
04:58:35,51
04:58:40,66
04:58:50,67
04:59:00,65
04:59:10,64
04:59:25,64
04:59:30,61
04:59:40,56
04:59:50,53
05:00:00,52
05:00:15,52
05:00:30,52
05:00:40,60
05:00:50,61
05:01:00,57
05:01:10,58
05:01:20,57
05:01:30,55
05:01:40,56
05:01:55,56
05:02:00,56
05:02:10,54
05:02:20,51
05:02:30,50
05:02:40,48
05:02:55,48
05:03:10,48
05:03:20,47
05:03:35,47
05:03:40,46
05:03:55,46
05:04:10,47
05:04:20,47
05:04:35,47
05:04:50,53
05:05:00,54
05:05:10,53
05:05:20,51
05:05:30,50
05:05:45,50
05:06:00,52
05:06:10,51
05:06:20,49
05:06:30,48
05:06:45,48
05:07:00,48
05:07:10,51
05:07:25,51
05:07:30,50
05:07:45,50
05:07:50,50
05:08:00,49
05:08:15,49
05:08:20,48
05:08:35,48
05:08:40,52
05:08:50,52
05:09:00,51
05:09:10,50
05:09:15,50
05:09:20,51
05:09:35,51
05:09:50,52
05:09:55,55
05:10:10,55
05:10:20,94
05:10:30,91
05:10:45,90
05:11:30,90
05:11:45,90
05:25:20,90
05:25:25,70
05:25:30,113
05:25:35,119
05:25:40,113
05:25:55,113
05:26:00,109
05:26:05,105
05:26:10,99
05:26:15,96
05:26:30,95
05:26:35,91
05:26:40,70
05:26:50,71
05:26:55,70
05:27:00,69
05:27:10,68
05:27:20,68
05:27:25,67
05:27:40,68
05:27:45,67
05:28:00,66
05:28:05,65
05:28:20,64
05:28:30,64
05:28:45,64
05:28:50,65
05:28:55,67
05:29:00,72
05:29:05,76
05:29:10,79
05:29:15,81
05:29:20,82
05:29:25,83
05:29:40,82
05:29:45,81
05:29:50,80
05:29:55,82
05:30:00,84
05:30:05,83
05:30:10,81
05:30:15,78
05:30:30,80
05:30:45,80
05:30:50,80
05:31:00,79
05:31:05,76
05:31:10,75
05:31:25,75
05:31:30,77
05:31:35,76
05:31:40,74
05:31:45,75
05:31:50,77
05:31:55,79
05:32:00,77
05:32:10,79
05:32:15,78
05:32:25,79
05:32:30,83
05:32:35,85
05:32:40,87
05:32:45,89
05:33:00,92
05:33:05,93
05:33:15,93
05:33:20,94
05:33:30,88
05:33:35,83
05:33:45,85
05:33:55,87
05:34:00,87
05:34:15,88
05:34:20,88
05:34:35,87
05:34:40,89
05:34:45,88
05:34:50,89
05:34:55,88
05:35:00,87
05:35:15,87
05:35:30,86
05:35:40,89
05:35:45,90
05:36:00,91
05:36:05,90
05:36:10,90
05:36:15,89
05:36:20,85
05:36:30,86
05:36:40,86
05:36:45,88
05:36:50,90
05:37:05,89
05:37:20,89
05:37:35,89
05:37:45,89
05:37:55,89
05:38:00,89
05:38:05,87
05:38:20,86
05:38:35,86
05:38:40,83
05:38:50,82
05:39:05,83
05:39:15,85
05:39:25,86
05:39:35,81
05:39:50,84
05:39:55,87
05:40:00,86
05:40:05,83
05:40:10,82
05:40:15,83
05:40:25,82
05:40:30,85
05:40:35,84
05:40:40,80
05:40:45,75
05:40:50,74
